1	15.8133	7.5521	3746.0455	427.8033	12.5000
1	52.0734	32.6706	3710.2767	621.6950	12.5000
1	39.9034	11.0483	3759.9324	546.8358	12.5000
1	64.3494	11.7152	3702.1098	717.0793	12.5000
1	140.4481	35.2462	3722.4741	997.3524	31.2500
1	172.6157	7.2037	3782.5754	476.4556	12.5000
1	202.6698	14.4030	3569.0580	915.1467	18.7500
1	279.2114	24.0922	3611.9481	1056.9242	25.0000
1	277.1052	79.6432	3660.1653	1095.4375	31.2500
1	328.6018	21.4993	3588.1247	1101.8897	25.0000
1	389.2740	8.4969	3372.6854	522.3155	12.5000
1	421.8657	7.4976	3341.0296	677.9979	12.5000
1	446.3684	11.0478	3319.5827	400.3241	12.5000
1	476.7236	17.4140	3342.9356	861.6626	18.7500
1	519.6165	23.2078	3291.6694	932.6263	25.0000
1	553.7478	9.8685	3274.5598	429.1536	12.5000
1	578.2839	7.5238	3326.0917	1038.9943	12.5000
1	545.4196	75.6376	3479.6273	1063.3540	31.2500
1	638.3634	22.4547	3140.0946	825.3426	25.0000
1	703.2533	14.3468	3141.2347	494.9558	18.7500
1	749.7217	30.2256	3085.9708	621.7105	31.2500
1	796.8750	7.7588	2969.8296	354.9112	12.5000
1	828.1250	14.9905	2961.2040	653.8732	18.7500
1	891.2408	14.1803	2895.3184	691.5393	18.7500
1	927.9569	18.1504	2866.2420	724.2391	18.7500
1	957.6239	10.0578	2894.6211	423.7189	12.5000
1	1020.1945	28.9092	2815.1491	685.3408	31.2500
1	1059.1325	47.8150	2798.7516	703.9291	12.5000
1	1068.7023	18.1296	2798.7652	595.4448	18.7500
1	1098.9232	11.5987	2738.3998	594.4328	12.5000
1	1166.1694	16.9852	2640.5541	594.6085	18.7500
1	1202.8839	15.0351	2700.2076	609.9844	18.7500
1	1239.6142	16.1393	2587.4457	560.4560	18.7500
1	1269.3479	8.8642	2608.9924	476.0256	12.5000
1	1299.0973	17.4942	2524.5915	521.8493	18.7500
1	1356.8616	8.3830	2428.6200	431.8257	12.5000
1	1381.0496	11.7143	2382.4000	301.6383	12.5000
1	1342.1582	48.8609	2668.5631	611.6814	31.2500
1	1465.5969	24.6491	2419.4176	496.7835	25.0000
1	1416.0547	23.2952	2498.0453	451.1369	25.0000
1	1521.1063	29.6371	2378.4274	545.9432	31.2500
1	1582.1567	65.0640	2357.2085	459.2254	31.2500
1	1598.8273	24.7157	2228.5605	293.2844	12.5000
1	1569.0196	17.3220	2222.2943	506.3612	18.7500
1	1698.7725	23.3180	2285.6281	428.7599	25.0000
1	1761.8151	16.3787	2114.1066	437.5809	18.7500
1	1793.6521	46.0323	2039.0739	356.0297	25.0000
1	1872.3753	36.2182	2147.4459	483.9450	12.5000
1	1872.4670	11.7488	1933.8986	416.1479	12.5000
1	1897.1891	10.9863	2103.3653	407.6912	12.5000
1	1921.7040	7.5785	1923.7958	449.4169	12.5000
1	1973.3063	17.8388	1798.2375	266.0658	18.7500
1	2011.7502	48.3903	2139.2328	517.1082	31.2500
1	2047.7140	14.7441	1973.8609	460.0745	18.7500
1	2077.9093	7.3554	1764.9740	358.8804	12.5000
1	4193.9910	32.8127	35.7630	-23.1992	12.5000
1	4176.0049	15.5294	27.2076	-8.1719	12.5000
1	4199.7516	8.7605	29.7267	25.2037	12.5000
1	4237.3516	29.4503	195.4109	56.1584	31.2500
1	4285.7013	18.2735	-25.3813	-2.5907	18.7500
1	4322.7637	16.7706	5.7942	16.7934	18.7500
1	4359.6188	14.8437	-0.1247	-0.5010	18.7500
1	4406.5368	30.5594	-0.5422	-0.2585	31.2500
1	4452.3699	14.3115	0.3887	0.2286	18.7500
1	4488.2940	16.0081	0.9362	0.3011	18.7500
1	4509.1713	59.0469	7.7764	-2.9523	12.5000
1	4529.1024	27.4499	2.6458	-4.0293	25.0000
1	4584.0122	29.3371	2.5775	0.0220	31.2500
1	4665.0720	22.8883	12.5810	0.6436	25.0000
1	4699.9156	9.3693	12.5487	1.8789	12.5000
1	4740.3388	10.2187	-3.0696	-1.4693	12.5000
1	4720.2394	23.4780	6.9335	7.5865	12.5000
1	4798.1502	21.9363	-0.7479	-0.2904	25.0000
1	4853.1029	30.3170	0.8571	-1.5578	31.2500
1	4900.9546	17.8732	0.2521	-0.2363	18.7500
1	4953.1250	7.7588	0.4472	-0.2288	12.5000
1	4981.6554	9.0630	-0.6181	0.4873	12.5000
1	5012.0301	15.8030	-0.5066	0.2037	18.7500
1	5048.5220	15.7323	-0.0025	-0.3746	18.7500
1	5110.6921	22.0217	0.3395	-0.3485	25.0000
1	5140.5737	53.5941	-0.4871	-0.5250	18.7500
1	5153.4448	18.4170	0.3156	0.0974	18.7500
1	5222.2413	30.2478	-0.5974	-0.0547	31.2500
1	5269.1312	16.2519	-0.7590	-0.2606	18.7500
1	5298.4158	8.0147	-1.0816	-0.9827	12.5000
1	5330.0009	27.1601	25.4315	21.4064	25.0000
1	5361.5811	8.4492	-2.2061	-0.6909	12.5000
1	5391.7409	14.8663	-1.1284	-0.0392	18.7500
