1	81.891	134.812				
2	226.827	86.855				
3	344.056	52.753				
4	523.095	39.964				
5	512.438	84.724				
6	685.083	76.198				
7	793.785	185.966				
8	904.619	100.710				
9	1010.124	41.030				
10	1009.059	116.695				
11	1135.878	112.432				
12	1233.923	79.395				
13	1331.969	21.847				
14	1334.100	106.038				
15	1470.511	25.044				
16	1454.525	102.841				
17	1574.951	97.512				
18	1586.673	17.584				
19	1713.493	50.621				
20	1700.704	129.484				
21	1794.487	14.387				
22	1826.458	142.272				
23	1915.978	46.358				
24	1984.183	247.778				
25	1784.895	211.543				
26	1787.027	284.012				
27	1888.269	337.297				
28	1897.861	273.355				
29	1965.000	412.963				
30	1814.735	379.926				
31	1713.493	331.969				
32	1607.988	326.640				
33	1604.790	423.620				
34	1732.676	422.554				
35	1833.918	460.920				
36	1972.460	505.679				
37	1951.146	578.148				
38	1800.881	516.336				
39	1832.852	574.951				
40	1725.216	505.679				
41	1643.156	519.534				
42	1521.665	475.840				
43	1396.977	389.517				
44	1448.131	337.297				
45	1368.203	255.238				
46	1322.377	323.443				
47	1498.219	278.683				
48	1457.722	194.492				
49	1335.166	182.769				
50	1240.318	240.318				
51	1174.244	257.369				
52	1093.250	257.369				
53	1135.878	339.429				
54	993.073	182.769				
55	902.488	173.178				
56	935.525	234.989				
57	834.282	270.157				
58	1049.556	377.794				
59	934.459	305.326				
60	588.103	188.098				
61	482.598	233.923				
62	316.347	215.806				
63	276.916	248.843				
64	254.536	321.312				
65	218.302	441.737				
66	131.979	502.482				
67	25.408	390.583				
68	340.858	391.648				
69	451.692	473.708				
70	496.452	314.917				
71	596.629	399.108				
72	623.272	310.654				
73	743.697	360.743				
74	705.331	280.815				
75	734.105	467.314				
76	897.159	544.045				
77	627.534	484.365				
78	451.692	557.899				
79	581.709	581.345				
80	347.253	501.417				
81	275.850	566.425				
82	94.679	609.053				
83	182.068	690.047				
84	86.154	716.690				
85	60.577	793.421				
86	236.419	783.830				
87	367.501	719.887				
88	361.107	816.867				
89	501.781	732.676				
90	522.029	652.747				
91	724.514	638.893				
92	765.011	567.491				
93	753.288	742.267				
94	870.516	726.281				
95	949.379	680.456				
96	1016.519	574.951				
97	1071.935	523.796				
98	1157.192	465.182				
99	1307.457	446.000				
100	1271.223	512.074				
101	1214.741	564.293				
102	1325.574	602.659				
103	1438.540	538.716				
104	1645.287	226.463				
105	1931.963	641.025				
106	1918.109	695.376				
107	1797.684	670.864				
108	1650.616	695.376				
109	1613.316	610.119				
110	1514.205	619.710				
111	1748.661	733.741				
112	1836.049	755.056				
113	1915.978	884.006				
114	1761.450	815.801				
115	1682.587	818.998				
116	1590.936	749.727				
117	1434.277	669.799				
118	1325.574	685.784				
119	1222.201	671.930				
120	1124.155	675.127				
121	1258.435	743.333				
122	1377.794	787.027				
123	1460.920	750.793				
124	1456.657	877.612				
125	1505.679	972.460				
126	1576.016	922.372				
127	1650.616	882.941				
128	1759.318	922.372				
129	1836.049	972.460				
130	1936.226	977.789				
131	1769.975	1030.009				
132	1925.569	1045.994				
133	1959.672	1140.843				
134	1821.130	1153.631				
135	1713.493	1115.265				
136	1620.776	1026.812				
137	1466.248	1067.309				
138	1569.622	1134.448				
139	1687.916	1181.340				
140	1668.733	1230.362				
141	1810.472	1285.779				
142	1920.241	1301.765				
143	1940.489	1209.048				
144	1618.645	1297.502				
145	1555.768	1209.048				
146	1440.671	1206.917				
147	1351.151	1069.440				
148	1346.889	995.906				
149	1286.143	918.109				
150	1254.172	829.655				
151	1194.492	881.875				
152	1110.301	839.247				
153	1168.915	765.713				
154	1012.256	871.218				
155	920.605	817.932				
156	916.342	896.795				
157	1063.410	957.540				
158	963.233	980.986				
159	1068.738	1031.074				
160	1165.718	1020.417				
161	1167.849	945.818				
162	1258.435	1020.417				
163	1206.215	1138.711				
164	1307.457	1216.508				
165	1206.215	1212.245				
166	1095.381	1121.660				
167	985.613	1059.849				
168	882.239	1063.046				
169	791.654	982.052				
170	849.202	389.517				
171	604.089	836.049				
172	700.003	824.327				
173	722.383	905.321				
174	669.097	974.592				
175	551.869	908.518				
176	444.232	887.204				
177	463.415	816.867				
178	323.807	884.006				
179	257.733	950.080				
180	135.176	969.263				
181	252.404	1050.257				
182	133.045	1075.834				
183	272.653	1136.580				
184	400.538	1039.600				
185	392.012	1161.091				
186	496.452	1157.894				
187	542.278	1065.177				
188	98.942	1270.859				
189	276.916	1231.428				
190	405.867	1245.282				
191	369.633	1310.290				
192	322.741	1360.379				
193	208.710	1328.407				
194	534.818	1248.479				
195	594.497	1205.851				
196	686.148	1201.588				
197	780.997	1188.799				
198	760.748	1088.623				
199	654.177	1065.177				
200	891.830	1225.034				
201	740.500	1314.553				
202	632.863	1333.736				
203	648.849	1282.582				
204	826.822	1391.284				
205	990.941	1347.590				
206	1066.607	1328.407				
207	1168.915	1288.976				
208	1234.989	1356.116				
209	1173.178	1379.562				
210	1382.057	1339.065				
211	1415.094	1282.582				
212	1509.942	1282.582				
213	1483.299	1359.313				
214	1765.713	1347.590				
215	1127.352	605.856				
216	1594.133	1361.444				
217	1838.181	806.210				
218	1372.466	909.583				
219	963.233	1148.302				
